0.3474115,0.1979488,20­ÓÅÜ¼Æ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train.error,test.error,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50
0.373880013,0.119107194,310,652,648,749,460,288,361,893,462,623,13,697,297,42,740,530,236,271,820,56,655,223,99,433,362,326,647,37,754,641,677,349,779,567,809,439,784,896,760,576,548,888,858,64,406,590,512,661,269,304
0.373880013,0.076727237,206,503,80,73,17,724,239,202,342,891,369,273,244,299,537,496,660,785,361,700,11,540,414,486,346,459,426,760,629,815,593,352,613,427,799,846,707,250,254,227,15,854,365,859,743,442,624,67,732,771
0.373880013,0.169597377,515,706,863,12,636,298,554,728,870,679,868,538,42,528,318,273,76,591,567,390,547,289,4,442,682,339,246,700,365,343,514,17,11,539,715,45,352,384,281,325,622,676,524,263,379,692,680,694,849,492
0.373823741,0.08760298,51,595,709,774,597,792,620,238,272,677,891,92,306,571,548,588,440,521,876,21,645,484,284,444,833,213,278,482,697,782,670,816,738,455,735,535,853,608,673,663,678,890,466,257,624,246,329,593,348,784
0.373276495,0.079464045,313,398,557,824,262,814,850,624,599,49,264,240,641,403,705,491,663,876,898,707,829,266,607,98,308,400,11,396,771,363,472,561,480,244,734,612,880,83,652,414,724,591,693,519,501,696,18,460,651,620
0.373241258,0.109418844,402,836,891,878,289,85,32,677,204,417,287,375,813,598,630,861,540,535,681,390,235,641,212,63,434,876,850,487,336,801,812,645,772,344,436,54,404,661,619,27,555,797,849,808,580,899,51,877,310,736
0.373241258,0.060331443,458,56,211,485,674,575,222,834,345,637,238,856,898,48,654,853,623,459,288,759,716,335,487,683,262,899,692,591,553,762,84,614,292,667,889,314,586,750,582,504,657,535,85,355,755,226,280,427,366,252
0.373241258,0.077416647,90,41,357,659,81,531,677,1,643,852,830,287,658,883,880,460,35,800,368,857,635,563,28,248,743,312,605,878,574,317,352,316,468,784,83,241,736,21,93,247,478,858,763,893,509,636,300,781,592,548
0.373241258,0.1625294,681,421,830,373,744,823,465,690,279,76,376,659,792,576,541,493,339,201,839,652,872,22,863,748,535,848,862,836,460,32,274,510,574,229,427,636,413,563,474,662,684,335,713,866,629,530,781,518,411,245
0.373241258,0.103360526,30,382,869,795,863,633,49,54,402,18,47,769,879,88,312,423,295,728,375,26,466,328,445,91,68,709,736,282,850,538,278,7,611,233,381,24,257,326,288,610,404,820,773,775,492,710,776,731,725,789
0.373201525,0.090379894,69,323,889,285,537,515,364,344,653,733,509,12,712,724,448,395,325,675,738,855,657,574,839,54,608,493,358,597,204,99,802,343,500,367,320,413,680,520,864,345,747,677,890,854,893,474,384,660,538,283
0.373201525,0.153015856,657,859,67,527,838,851,298,334,662,318,852,566,809,8,805,395,224,576,575,612,27,592,360,283,559,546,884,755,780,409,230,270,687,600,490,615,315,418,455,554,817,233,892,671,208,899,372,69,31,811
0.372805464,0.085410155,529,776,608,438,271,600,589,382,806,805,481,691,767,96,462,433,440,568,68,320,815,800,791,683,97,757,717,422,306,855,779,475,441,212,642,731,217,545,397,601,389,636,721,897,466,1,89,856,310,674
0.372805464,0.068648392,898,498,340,401,803,246,33,309,359,62,397,84,74,854,9,561,270,899,264,35,283,726,754,367,573,58,739,629,299,303,44,658,892,830,807,232,595,228,269,648,376,544,746,27,449,624,277,810,528,633
0.372805464,0.10207307,673,237,611,568,840,861,798,453,8,750,853,292,878,42,430,221,11,691,831,756,331,6,589,33,789,694,367,593,443,778,765,781,459,12,313,217,444,572,247,326,220,674,41,289,295,369,764,753,536,488
0.372805464,0.135569889,456,519,629,773,619,416,420,819,775,378,302,591,852,698,372,393,424,881,271,437,593,706,867,313,596,552,310,481,875,661,252,753,239,890,482,584,734,404,815,809,407,600,805,543,290,861,468,893,530,499
0.372805464,0.065444735,87,578,876,735,282,513,650,743,81,825,261,232,466,204,802,602,252,551,713,531,564,16,239,362,514,279,435,656,851,258,555,780,570,623,469,497,833,93,83,90,879,479,490,797,478,247,203,526,881,786
0.372805464,0.15322652,467,592,709,695,653,422,727,431,473,31,313,542,854,432,361,55,290,668,2,583,565,762,673,656,447,241,778,257,41,76,561,64,500,301,678,625,215,838,436,794,833,339,657,40,760,231,356,783,484,703
0.371947504,0.166279918,703,569,408,855,620,369,353,36,445,821,419,363,479,500,348,527,887,378,371,280,423,364,577,357,772,266,278,215,882,643,626,679,698,327,812,719,839,62,530,14,660,451,287,749,663,780,339,574,350,74
0.371947504,0.076054508,732,73,770,398,214,482,728,841,418,464,729,337,640,420,560,802,307,859,493,311,451,42,877,842,269,568,868,594,14,847,572,465,557,436,282,558,533,62,280,401,419,99,374,265,586,378,785,858,233,362
0.371809694,0.065444735,8,68,593,254,292,398,717,836,84,609,460,4,345,466,96,761,413,76,820,462,248,241,881,443,81,846,706,618,520,537,463,658,642,31,53,694,772,414,28,532,236,359,899,853,747,64,448,522,545,842
0.371809694,0.068648392,361,302,224,726,261,584,804,528,692,396,708,526,45,394,59,678,249,285,806,351,95,453,204,649,898,8,775,625,739,229,799,808,786,844,618,853,544,633,519,372,209,807,894,539,571,21,593,837,73,266
0.370902606,0.069649248,521,353,483,253,55,81,65,525,551,453,786,713,223,741,641,410,544,312,492,653,777,826,494,697,5,207,460,720,407,531,845,309,834,869,754,811,630,29,22,593,42,896,721,398,856,366,273,668,201,894
0.370902606,0.10181958,206,587,562,387,690,433,450,586,491,59,501,833,88,857,39,865,505,663,67,400,470,556,403,343,10,819,397,794,603,891,604,870,211,758,823,800,677,687,440,488,399,651,835,4,460,321,656,564,249,560
0.370710008,0.075031111,592,275,832,678,691,205,838,872,630,565,653,217,481,656,897,201,44,518,561,363,819,555,749,89,853,285,288,600,842,779,548,239,47,314,668,433,818,692,19,798,595,571,51,851,704,657,254,468,689,394
0.370710008,0.116360713,703,527,784,836,661,612,871,777,778,860,822,52,653,484,616,209,789,567,715,312,88,360,224,765,552,451,620,42,307,201,885,223,378,69,683,666,218,727,856,75,582,214,890,364,325,781,647,741,858,503
0.370710008,0.101870483,796,603,517,389,743,373,40,821,539,423,781,227,823,763,857,775,715,861,410,813,479,282,807,814,738,465,589,642,818,462,376,829,368,449,593,523,68,865,442,345,448,706,348,485,855,406,272,873,504,790
0.370710008,0.098791646,536,762,241,726,84,887,452,738,325,347,403,22,505,621,578,202,739,753,803,228,264,67,422,374,23,699,540,636,787,246,269,634,836,288,833,889,764,877,561,706,353,717,48,856,851,391,216,863,558,75
0.370710008,0.087301818,53,736,506,843,282,441,601,832,853,622,203,217,759,595,538,659,218,227,593,785,285,259,876,404,626,30,521,895,690,899,687,523,878,507,546,342,809,465,535,821,539,618,95,452,90,701,16,852,492,498
0.370488293,0.107500638,858,416,409,756,562,620,469,653,615,856,25,399,635,384,202,239,366,689,726,452,630,376,422,583,540,782,406,486,255,566,817,360,390,727,563,338,378,518,807,340,369,15,440,824,805,305,441,851,10,536
0.370095604,0.059739608,16,68,420,220,638,879,361,591,415,402,46,317,785,485,473,662,502,394,639,409,262,852,680,19,835,630,7,479,90,646,401,471,233,274,276,300,494,783,891,291,711,635,287,32,737,216,214,230,444,898
0.368958441,0.107347949,358,330,204,294,752,315,433,615,619,855,882,448,692,295,753,327,614,288,745,828,578,16,427,631,831,859,675,248,23,850,504,487,72,63,820,246,764,845,790,35,373,376,892,53,620,377,431,96,497,622
0.36894355,0.104695341,851,5,860,423,456,209,438,78,256,689,893,44,727,570,804,251,336,377,400,356,321,749,43,252,653,489,293,844,754,588,205,646,232,725,479,354,613,33,615,696,405,417,622,680,367,740,283,571,488,739
0.36894355,0.100821911,670,212,254,569,273,888,19,515,430,456,882,858,678,853,812,810,864,13,72,737,602,434,493,870,12,563,499,414,270,823,514,240,446,525,269,702,750,709,586,442,691,386,809,453,700,323,485,276,647,367
0.36894355,0.079241447,650,494,376,893,654,9,375,238,851,298,679,621,558,568,781,82,429,779,897,405,398,601,506,239,24,699,477,532,863,641,742,659,739,354,325,337,672,313,627,590,17,315,548,352,265,846,777,885,795,215
0.368836729,0.052071398,574,739,771,422,508,395,397,646,19,45,810,782,840,432,256,877,67,845,793,421,202,800,269,859,728,27,755,351,409,232,387,471,316,671,662,419,355,338,440,792,791,30,86,416,285,330,385,743,770,796
0.368432165,0.132122223,884,218,386,861,855,708,597,817,18,479,726,217,420,74,761,537,415,827,762,473,813,333,505,811,829,37,340,76,580,649,82,363,701,477,583,632,565,564,99,470,894,495,885,751,367,231,92,566,571,449
0.368432165,0.096250735,585,63,362,465,837,883,457,527,270,21,804,271,589,433,218,740,220,365,563,779,83,816,353,478,503,620,359,696,430,656,57,401,486,868,809,786,407,546,432,710,861,488,631,602,99,723,66,855,680,518
0.367617938,0.119510267,876,633,650,256,386,622,852,644,795,818,219,861,490,505,95,45,854,39,714,38,842,880,632,639,421,640,629,664,10,882,74,92,573,91,388,672,261,27,761,332,862,271,597,637,438,789,734,721,661,373
0.367617938,0.074129859,783,849,370,654,862,638,359,518,602,491,346,412,442,247,858,302,820,96,854,532,522,263,590,446,739,205,11,828,869,392,296,646,471,381,330,763,720,663,824,789,479,87,552,390,401,699,772,2,673,666
0.367617938,0.063382985,623,469,766,815,385,96,554,502,24,830,86,307,580,859,769,809,574,226,542,863,89,796,341,41,514,611,551,431,771,19,488,463,8,93,505,582,491,503,626,751,443,211,842,383,535,245,501,883,670,578
0.367617938,0.106396412,80,451,315,524,703,656,793,46,264,601,220,372,872,432,627,784,93,440,853,823,617,230,776,69,540,832,244,91,284,313,94,287,817,219,598,455,504,861,752,726,307,636,231,418,490,367,513,232,687,894
0.367617938,0.129198955,367,260,870,799,612,837,856,584,641,598,765,776,239,250,316,573,66,824,876,292,786,809,251,77,880,99,736,282,337,532,652,571,646,68,585,509,322,226,860,561,527,682,306,366,624,728,700,881,875,666
0.367464207,0.079206782,274,320,412,623,448,739,407,761,475,74,309,847,240,592,851,70,845,294,854,778,855,853,63,264,255,713,584,283,731,543,62,402,649,838,753,542,221,690,572,393,609,842,704,211,4,534,91,424,506,517
0.367408566,0.113888516,680,857,647,790,898,775,489,277,802,213,668,316,356,267,495,40,558,460,831,574,589,60,733,31,3,36,731,815,682,466,246,559,687,455,899,95,320,780,39,454,587,86,43,728,364,713,517,618,643,386
0.367408566,0.097561169,898,454,464,627,396,376,526,48,363,814,600,788,607,479,10,317,266,97,401,364,684,455,566,25,670,366,336,432,368,798,699,349,775,870,502,642,305,868,294,489,725,390,29,629,636,22,452,622,851,745
0.367408566,0.078740153,264,82,12,764,618,230,688,61,596,216,355,887,398,659,645,826,626,763,766,860,513,52,644,249,689,518,328,808,581,44,250,541,703,594,532,325,341,40,775,890,267,805,209,635,46,415,29,317,850,93
0.366475098,0.083600729,576,550,408,881,332,367,854,322,280,464,335,443,629,784,24,566,746,757,341,497,886,237,295,482,255,625,418,64,454,580,832,258,223,692,710,620,871,228,515,211,626,526,252,63,512,581,702,99,806,353
0.366475098,0.109015434,235,870,706,788,503,226,420,409,557,51,841,640,429,631,205,318,13,863,573,521,679,334,7,803,719,857,464,324,362,864,564,314,300,472,622,890,78,842,482,347,882,30,883,76,349,827,327,648,637,417
0.366348915,0.075346846,572,496,853,41,648,494,719,511,756,513,326,209,348,836,239,474,723,92,727,217,236,562,524,482,445,627,839,751,480,777,835,307,272,809,227,256,604,768,46,45,52,4,741,16,472,565,861,690,270,898
0.366348915,0.065870398,305,263,402,870,501,252,428,299,729,18,853,801,241,792,6,455,19,471,606,232,823,13,300,391,663,587,800,878,216,681,489,588,273,344,210,366,80,490,406,482,835,10,550,393,398,309,519,347,287,445
0.366009963,0.105192263,553,219,800,564,375,763,882,6,558,773,644,7,256,589,261,817,28,215,657,691,563,230,521,404,892,556,274,500,787,578,723,854,420,38,431,857,321,487,322,75,561,395,229,48,862,690,511,439,835,96
0.366009963,0.089495413,758,749,816,564,54,97,438,621,439,99,890,409,713,473,463,640,79,563,484,522,747,694,574,451,440,240,62,839,745,464,529,44,853,500,674,367,809,852,235,760,445,42,538,660,754,50,722,626,374,1
0.365643612,0.067864267,456,897,806,291,282,774,325,669,414,555,357,447,690,37,257,737,772,13,489,486,369,789,694,274,433,845,759,661,607,516,802,757,490,421,346,39,25,515,398,890,48,864,853,604,207,611,59,831,599,777
0.365143534,0.071013552,402,854,581,79,47,299,249,328,403,443,18,493,313,5,425,794,43,265,94,460,74,602,399,316,616,751,576,259,731,35,613,724,679,365,696,563,608,851,418,203,206,54,747,841,671,459,557,752,234,461
0.365143534,0.112924933,574,546,496,362,532,752,488,44,692,491,517,277,262,678,348,724,295,776,11,695,208,703,328,771,753,801,321,12,861,344,775,289,805,260,850,733,536,383,292,70,863,53,504,357,493,576,385,550,453,20
0.365143534,0.088831913,313,549,863,768,410,93,489,370,806,212,414,18,730,435,691,753,537,96,66,564,846,261,384,244,891,511,498,513,246,782,693,519,99,833,739,575,337,417,662,657,650,855,704,254,49,550,724,630,256,652
0.364927853,0.076975883,35,761,899,888,72,750,845,592,501,564,395,54,754,599,889,226,827,844,793,855,626,712,48,326,267,645,621,449,62,275,12,730,421,388,696,826,428,799,250,608,628,658,865,894,742,808,505,572,610,522
0.364927853,0.074103004,759,362,222,502,467,809,591,316,725,739,534,422,681,82,227,269,370,622,721,732,846,779,246,295,355,899,692,490,323,531,832,285,365,746,567,385,50,328,22,614,387,232,404,807,707,208,870,350,247,855
0.364672731,0.085410155,94,733,819,17,24,790,660,652,372,325,292,245,564,459,49,398,609,780,851,492,535,376,414,498,274,214,298,818,407,13,892,708,409,60,394,699,388,558,803,43,10,556,853,363,891,895,422,472,317,451
0.364600648,0.092580628,524,660,470,510,855,311,581,51,693,492,228,714,467,482,350,227,91,269,760,475,63,832,856,337,828,849,580,241,887,260,885,331,631,858,649,741,750,847,316,4,34,859,8,303,369,389,336,83,695,465
0.364600648,0.083628044,469,363,82,52,751,764,36,441,517,530,364,509,329,645,563,404,823,773,383,435,867,21,397,388,454,735,504,718,498,775,22,888,23,270,389,274,407,494,513,217,785,92,669,586,852,877,309,623,851,46
0.364009856,0.135569889,41,239,483,525,13,335,418,487,510,607,84,704,602,249,429,755,657,262,219,385,603,695,724,53,449,612,270,28,805,367,286,672,390,422,858,301,774,746,339,303,265,50,73,433,230,799,730,378,571,410
0.364009856,0.097561169,436,605,9,488,266,596,899,618,245,768,274,234,756,248,12,857,87,13,484,410,513,623,830,383,259,362,77,576,369,278,809,283,517,33,719,252,676,892,444,606,571,442,867,220,595,561,16,717,524,843
0.364009856,0.149986348,482,891,584,560,744,286,438,378,784,662,248,401,235,346,255,602,205,856,78,654,705,493,249,684,845,9,485,487,353,238,449,647,350,589,91,271,349,507,895,775,821,573,246,283,46,262,671,48,498,457
0.363649596,0.10314694,729,314,598,886,569,767,35,534,86,291,483,402,39,489,537,627,72,808,631,321,679,309,719,427,341,848,796,440,856,876,789,278,405,388,798,469,269,514,683,380,502,84,895,41,224,743,875,705,897,530
0.363573438,0.192367085,33,852,738,233,548,682,574,229,678,697,701,585,607,29,562,377,256,235,568,847,431,768,472,322,691,73,305,825,448,482,47,716,341,436,853,314,237,821,517,632,331,420,422,723,872,339,21,685,358,203
0.363241858,0.107619891,731,562,449,706,453,288,14,452,851,646,610,40,265,878,810,451,4,220,439,280,85,417,789,721,850,10,414,235,762,671,527,348,526,51,584,323,662,35,464,397,7,793,61,275,426,549,49,222,28,240
0.363144029,0.073655552,520,437,18,618,523,817,829,488,703,674,433,609,690,275,710,720,424,666,83,895,896,656,338,853,269,747,80,22,533,262,719,476,425,530,392,241,730,245,450,485,377,635,352,856,36,620,287,337,77,391
0.362957124,0.049620256,487,3,273,762,712,431,319,598,710,276,26,205,261,501,71,336,510,834,373,39,362,523,340,363,500,433,580,277,372,594,85,622,376,404,796,587,346,436,757,93,495,509,515,42,850,750,721,847,849,415
0.361995988,0.151496138,1,295,649,490,684,832,288,339,699,541,751,808,638,703,341,893,613,858,792,800,827,375,281,813,213,237,504,529,429,216,308,626,555,73,481,559,239,480,810,764,16,255,558,373,2,278,632,453,53,619
0.361995988,0.094628063,415,226,659,897,733,612,844,66,891,25,632,620,45,321,473,515,99,426,252,472,489,535,830,842,646,443,97,283,374,717,42,780,569,627,541,640,456,251,311,679,852,705,436,776,486,629,605,461,769,82
0.361939957,0.139290715,388,64,775,429,41,608,404,491,326,626,332,850,310,213,793,96,753,254,455,718,202,290,539,594,453,468,791,244,765,758,482,861,39,299,676,401,385,505,302,549,379,343,632,48,242,320,341,88,738,769
0.361939957,0.096001466,851,618,859,764,560,679,668,577,670,732,445,626,34,398,406,675,637,553,237,379,707,484,881,520,453,651,648,377,541,243,411,248,773,331,504,270,214,487,875,567,746,15,516,687,350,757,533,884,228,586
0.361939957,0.083600729,438,376,571,281,300,455,679,235,257,468,802,868,276,615,68,808,96,350,354,250,269,285,767,820,439,248,541,795,374,73,852,717,703,687,287,402,2,862,489,344,644,263,804,239,481,726,665,319,55,637
0.361655163,0.091289344,856,743,567,650,30,465,824,35,32,70,821,506,475,261,751,767,838,448,201,264,17,80,312,653,33,632,217,849,304,303,426,866,444,2,702,422,454,241,43,553,720,852,736,716,456,783,878,296,396,711
0.361138775,0.075405182,272,876,562,214,770,864,815,514,747,629,645,679,672,330,45,726,760,70,870,83,89,744,318,654,763,489,392,300,470,462,585,537,673,853,720,705,544,243,866,807,241,799,845,499,92,456,463,729,597,889
0.361138775,0.06662373,582,3,470,613,795,431,86,8,418,819,447,584,774,23,506,227,428,466,334,708,214,852,642,45,329,245,404,350,475,683,90,58,490,627,229,494,461,891,788,868,615,473,278,78,436,367,839,390,266,340
0.361138775,0.092251392,608,447,438,474,682,598,733,260,690,850,265,818,740,282,219,300,520,593,35,434,565,442,536,208,773,204,11,628,521,889,315,684,453,25,48,446,556,79,765,403,809,456,884,429,356,835,574,406,234,647
0.360702204,0.084186062,452,73,709,54,781,434,492,13,594,356,881,214,535,565,370,519,838,20,294,15,379,601,750,518,818,300,534,851,791,687,341,308,465,448,898,227,302,85,746,315,630,454,450,548,580,637,569,652,385,306
0.360702204,0.108317253,431,821,481,807,890,36,255,782,50,62,402,387,854,696,573,717,646,654,667,441,239,583,93,69,565,688,761,791,790,896,465,558,368,894,207,68,365,887,556,500,579,886,868,652,557,853,723,525,250,563
0.360702204,0.092833999,458,568,477,432,17,389,475,874,530,211,859,823,743,244,716,262,593,10,645,699,363,464,765,818,541,684,533,871,532,377,387,700,708,205,301,97,369,288,82,661,204,253,603,837,398,826,618,695,635,450
0.360399823,0.067154,600,400,716,312,95,538,851,765,228,212,529,667,542,567,827,430,417,549,607,511,271,422,897,612,494,396,44,661,453,68,734,806,8,341,479,622,705,373,264,550,594,90,785,764,702,333,5,743,88,507
0.360399823,0.10666548,475,504,30,256,838,640,539,524,388,374,75,328,658,686,785,879,69,857,481,29,681,662,558,560,594,336,607,638,288,527,787,243,43,354,519,695,741,697,753,886,247,378,512,71,809,637,526,482,870,570
0.360211181,0.097561169,79,654,700,895,376,334,630,575,655,81,614,256,229,312,273,443,552,452,236,587,890,583,421,578,747,595,622,731,656,315,760,838,580,722,296,571,862,402,531,623,51,221,98,445,855,461,364,830,220,383
0.359795901,0.04554694,239,285,711,639,891,671,801,726,895,445,584,450,720,614,857,485,751,407,825,390,94,650,492,497,710,250,491,565,419,410,839,609,457,501,413,603,613,252,14,871,676,585,78,655,622,778,469,699,387,433
0.359795901,0.076975883,510,254,642,361,451,345,396,63,259,585,331,695,229,444,816,868,483,883,855,787,891,725,756,729,841,209,846,645,888,261,415,843,770,690,449,561,323,65,300,41,368,252,387,275,660,793,224,301,58,799
0.359795901,0.08540563,874,358,727,432,435,643,557,885,725,277,33,284,571,34,248,299,91,438,653,517,442,703,888,840,587,434,617,214,625,63,379,718,662,563,74,242,747,5,227,332,40,883,855,53,230,736,797,711,46,707
0.359536917,0.172638991,21,494,812,881,576,599,896,833,236,688,486,284,645,287,558,874,445,387,772,243,399,302,58,219,388,90,780,468,360,590,299,853,867,2,737,706,308,339,411,870,361,570,843,832,405,327,814,763,446,642
0.359536917,0.133551377,43,771,713,385,881,408,649,419,859,761,16,55,220,30,832,781,341,36,290,368,488,370,523,293,897,712,52,507,362,634,627,223,433,209,695,582,661,563,648,685,253,269,211,550,403,48,572,653,687,226
0.359536917,0.096250735,73,274,575,431,515,283,98,93,95,67,474,852,392,231,272,225,863,716,841,337,425,33,700,89,864,88,328,19,861,566,691,326,270,541,37,86,729,498,252,99,321,872,437,330,341,484,710,463,520,743
0.358778668,0.083628044,457,416,487,832,772,512,448,373,13,94,646,307,278,370,715,762,707,404,207,803,542,34,480,374,852,712,562,376,686,302,481,710,441,356,580,205,520,880,311,798,351,208,566,389,679,733,611,858,532,797
0.358778668,0.113471011,209,218,284,738,644,347,533,516,846,782,512,671,855,621,577,99,404,50,357,774,706,242,804,849,51,234,729,20,858,478,786,610,612,469,438,463,315,867,653,249,779,781,650,473,624,53,353,699,258,733
0.35845366,0.157001046,607,481,864,800,571,552,216,518,398,821,293,665,734,354,611,811,79,858,877,372,888,566,713,318,581,799,719,777,861,203,886,32,57,785,46,409,1,537,472,860,417,644,575,879,895,317,820,333,328,623
0.35845366,0.077644792,506,250,587,831,786,807,869,526,411,805,558,80,78,847,681,397,514,527,445,661,664,610,36,285,882,30,843,618,223,438,518,642,856,874,628,10,502,623,291,716,630,799,702,687,261,828,789,348,631,360
0.35845366,0.08230674,813,811,581,663,482,206,853,832,602,709,420,857,58,567,491,330,794,312,275,649,642,309,437,672,588,263,549,662,425,32,45,293,654,825,222,627,767,797,521,536,657,537,488,397,8,70,764,697,3,520
0.357481604,0.180832569,863,782,768,563,450,387,674,758,301,804,230,72,703,290,738,665,518,48,28,896,680,848,308,391,637,717,257,778,810,226,679,772,546,209,817,796,864,344,239,500,575,509,1,473,842,305,544,22,283,93
0.35657921,0.145470292,865,421,230,215,290,534,266,651,553,270,246,399,220,8,31,12,874,487,47,670,530,374,458,668,51,539,18,24,867,711,735,897,787,306,318,712,43,316,407,678,308,593,526,852,76,612,464,824,766,592
0.35657921,0.086371395,575,638,548,821,14,788,859,22,333,707,226,699,310,201,696,509,487,684,302,96,63,659,462,814,422,505,817,671,446,806,746,87,88,603,459,848,428,842,527,599,666,607,384,335,21,473,6,511,863,570
0.35657921,0.06897305,764,89,536,899,31,526,685,516,386,597,683,865,444,388,289,799,794,393,253,241,435,761,228,795,620,350,475,36,845,326,302,778,24,256,506,513,527,644,505,502,872,219,384,215,657,724,892,855,753,638
0.356210018,0.080984491,584,42,465,396,246,438,709,509,771,594,417,433,223,511,863,563,43,220,704,841,615,354,256,410,449,672,501,451,595,718,241,243,620,857,311,833,825,830,500,592,479,740,310,258,738,269,784,804,568,624
0.355968503,0.074756437,382,853,383,13,34,227,606,60,66,328,437,309,698,484,647,412,817,93,394,406,79,586,58,877,633,347,854,694,78,391,46,835,594,832,703,702,656,77,241,19,521,584,392,490,321,850,727,461,534,628
0.355968503,0.106396412,752,67,43,877,712,770,319,628,848,360,480,659,871,234,213,899,835,882,397,280,766,514,232,333,83,261,853,409,804,80,244,221,769,435,570,748,566,203,216,521,857,851,844,345,416,686,207,661,499,750
0.355968503,0.126830211,666,792,460,819,354,668,878,797,407,628,27,897,490,515,879,803,56,729,684,382,601,736,235,566,257,662,374,298,47,591,843,83,593,309,598,704,858,534,516,475,631,834,264,692,474,739,332,209,654,856
0.35581581,0.06006196,723,11,732,430,38,605,764,698,754,23,618,609,504,710,855,431,727,72,79,488,448,533,737,218,883,213,842,475,287,224,707,275,509,68,549,97,483,557,379,514,738,704,520,836,803,337,66,809,649,795
0.355190846,0.054238061,35,690,41,230,383,99,387,552,24,372,874,852,54,491,9,83,46,352,542,548,622,683,814,487,826,577,790,838,87,565,391,722,536,759,247,263,720,246,78,69,350,55,583,302,886,512,637,541,652,455
0.355011641,0.08528287,729,303,658,248,863,830,81,238,880,772,628,838,46,587,239,30,512,322,491,595,9,574,703,818,327,711,540,702,651,616,819,490,672,743,765,249,266,596,356,487,862,832,881,47,215,580,78,682,409,753
0.355011641,0.151496138,646,861,332,479,495,331,780,85,290,693,396,832,892,299,210,411,733,565,873,706,587,608,79,785,654,207,351,326,711,471,729,258,87,800,484,870,348,263,766,92,253,772,381,36,694,667,636,296,205,277
0.355011641,0.106656103,887,865,716,306,233,579,793,469,599,313,312,826,646,540,50,410,733,545,436,682,460,692,316,890,889,274,254,753,898,863,756,765,472,553,777,210,497,289,594,448,377,854,760,255,519,97,216,677,90,482
0.354927106,0.088749693,610,736,358,488,206,660,767,404,391,533,87,44,627,353,442,551,230,32,484,543,340,228,851,307,429,854,504,452,433,743,817,263,699,502,224,757,575,377,882,482,354,752,710,80,298,824,784,95,411,383
0.354366776,0.121018081,510,28,810,817,861,544,247,796,663,88,625,773,728,666,78,67,892,418,473,270,490,614,495,39,870,677,227,266,361,317,89,312,603,765,81,12,551,327,427,661,411,400,634,872,539,833,277,815,855,421
0.354344289,0.08528287,679,589,861,509,554,675,204,635,637,717,265,636,216,643,50,888,605,389,596,705,77,300,13,736,73,269,793,74,55,490,48,748,713,817,3,760,16,870,359,274,333,876,472,765,856,627,806,467,438,860
0.353896372,0.149435598,505,576,745,681,222,860,698,775,634,407,620,354,583,708,310,688,727,429,587,809,633,794,459,209,551,861,877,500,517,572,404,734,799,735,439,884,498,214,886,850,394,676,207,506,724,269,887,825,679,48
0.353896372,0.094601887,645,823,652,453,275,660,210,469,301,697,27,762,692,608,548,659,483,584,723,241,465,824,14,443,777,796,736,294,435,717,400,481,595,472,49,22,803,742,750,365,667,693,568,713,859,215,357,691,283,25
0.353896372,0.124107812,548,433,882,803,768,855,631,522,333,348,537,870,429,790,714,599,389,306,796,266,385,268,783,89,444,251,47,15,779,352,668,401,439,281,79,710,202,1,660,410,393,691,325,440,69,93,46,487,579,411
0.353222148,0.116438931,296,510,31,234,684,627,876,405,541,357,849,422,823,482,250,532,220,57,748,669,851,519,871,56,233,289,429,571,40,859,263,852,4,850,24,652,575,591,832,712,93,329,792,635,858,52,58,477,514,873
0.353222148,0.093376732,242,476,450,53,516,843,46,475,563,838,861,2,868,642,498,70,732,574,406,521,99,826,15,250,504,386,855,291,217,857,404,283,357,400,68,589,5,261,328,44,376,50,684,503,320,306,463,268,220,401
0.352972244,0.135074646,524,204,342,237,809,558,467,701,641,243,75,61,441,518,693,336,679,418,709,577,818,31,688,658,306,609,614,312,890,480,246,421,893,807,327,284,424,305,484,828,293,757,681,702,337,674,32,724,856,78
0.352972244,0.114401577,436,820,864,457,76,451,617,654,23,616,771,202,742,90,600,523,675,829,549,362,352,709,408,283,443,267,423,776,583,414,93,843,881,736,814,733,240,59,403,878,797,291,562,588,862,684,500,442,514,859
0.352972244,0.083628044,843,626,20,271,812,604,782,635,565,235,67,687,627,853,46,59,347,382,538,446,407,593,683,539,72,701,232,249,540,516,644,838,344,401,766,863,605,261,424,443,488,845,527,517,857,762,396,675,211,726
0.352875679,0.115657125,272,15,646,384,61,210,537,743,848,280,715,502,616,690,693,41,76,633,588,629,407,46,775,428,81,203,865,292,768,556,352,559,471,326,659,805,302,858,369,720,68,344,870,776,686,554,257,532,40,475
0.352875679,0.125863155,793,459,663,661,577,417,261,604,782,657,4,69,98,859,224,537,227,569,520,740,13,62,376,530,329,724,609,220,824,531,285,816,60,555,686,61,390,320,339,690,780,379,281,57,812,813,418,581,888,713
